id,name,type,visible,gender,password,password_tip,rating,reviews,location_type,address,road_address,location_tip,city,longitude,latitude,modified_at,created_at,paper,towel,soap,powder_room,hand_dry,vending,diaper,bell,mon,tue,wed,thu,fri,sat,sun,urinal,child_urinal,disable_urinal,seat,child_seat,disable_seat,washbasin
4172,석수상가,0,True,True,False,,0,0,상업시설,서울 금천구 시흥동 979-3,서울 금천구 삼성산길 3,,서울특별시,126.903900230505,37.434260973471,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4173,섬유센터,0,True,True,False,,0,0,기타,서울 강남구 대치동 944-31,서울 강남구 테헤란로 518,,서울특별시,127.060579419429,37.5075910839105,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '07:00', 'close': '22:00'}","{'open': '07:00', 'close': '22:00'}","{'open': '07:00', 'close': '22:00'}","{'open': '07:00', 'close': '22:00'}","{'open': '07:00', 'close': '22:00'}","{'open': '07:00', 'close': '22:00'}","{'open': '07:00', 'close': '22:00'}","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 9, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4174,글라스타워,0,True,True,False,,0,0,기타,서울 강남구 대치동 946-1,서울 강남구 테헤란로 534,,서울특별시,127.06279566981,37.5080381764122,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 7, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4175,매봉산 실내배드민턴장,0,True,True,False,,0,0,공공용시설,서울 강남구 도곡동 204,서울 강남구 남부순환로 2711,,서울특별시,127.042415921069,37.4861377475079,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 3, 0]","[0, 0, 0]","[0, 2, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4176,보문동3가 179,0,True,True,False,,0,0,기타,서울 성북구 보문동3가 179,,,서울특별시,127.017024630586,37.5846229710263,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '06:00', 'close': '18:00'}","{'open': '06:00', 'close': '18:00'}","{'open': '06:00', 'close': '18:00'}","{'open': '06:00', 'close': '18:00'}","{'open': '06:00', 'close': '18:00'}","{'open': '06:00', 'close': '18:00'}","{'open': '06:00', 'close': '18:00'}","[0, 5, 0]","[0, 0, 0]","[0, 1, 0]","[0, 2, 6]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
4177,중계역 화장실,0,True,True,False,,0,0,교통시설,서울 노원구 중계동 503-3,서울 노원구 동일로 지하 1308-1,,서울특별시,127.064246723057,37.6448906789921,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 6, 0]","[0, 1, 0]","[0, 1, 0]","[0, 5, 9]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]"
4178,남대문세무서,0,True,True,False,,0,0,공공용시설,서울 중구 저동1가 1-2,서울 중구 삼일대로 340,,서울특별시,126.988184543647,37.5650467951083,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 9, 0]","[0, 0, 0]","[0, 3, 0]","[0, 9, 9]","[0, 0, 0]","[0, 3, 0]","[0, 0, 0]"
4179,서울자유시민대학 화장실,0,True,True,False,,0,0,공공용시설,서울 종로구 송월동 1-1,서울 종로구 송월길 52,,서울특별시,126.966204176024,37.5702217430549,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 6, 0]","[0, 0, 0]","[0, 0, 0]","[0, 6, 6]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4180,서울성북미디어문화마루,0,True,True,False,,0,0,공공용시설,서울 성북구 길음동 1286-8,서울 성북구 길음로7길 20,,서울특별시,127.022203675321,37.6037552097988,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '05:30', 'close': '23:00'}","{'open': '05:30', 'close': '23:00'}","{'open': '05:30', 'close': '23:00'}","{'open': '05:30', 'close': '23:00'}","{'open': '05:30', 'close': '23:00'}","{'open': '05:30', 'close': '23:00'}","{'open': '05:30', 'close': '23:00'}","[0, 10, 0]","[0, 0, 0]","[0, 5, 0]","[0, 9, 22]","[0, 0, 0]","[0, 5, 5]","[0, 0, 0]"
4181,알뜰원천주유소 개방화장실,0,True,True,False,,0,0,주유소·충전소,서울 성북구 장위동 75-604,서울 성북구 돌곶이로 142,,서울특별시,127.052767760078,37.6149596653136,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4182,북부농협 월계지점(개방화장실),0,True,True,False,,0,0,공공용시설,서울 노원구 월계동 409-10,서울 노원구 광운로 48,,서울특별시,127.059519345589,37.6217168356671,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 4]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4183,중랑천우이천 합류부 공중화장실,0,True,True,False,,0,0,공공용시설,서울 성북구 석관동 376,,,서울특별시,127.06941902619,37.6147835511475,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 2]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
4184,양천근린공원 키지트,0,True,True,False,,0,0,기타,서울 양천구 신정동 320,서울 양천구 목동동로 지하 111,,서울특별시,126.86813048781,37.5182778383048,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4185,1번 화장실(오금교 입구),0,True,True,False,,0,0,기타,서울 양천구 신정동 871-17,서울 양천구 안양천로 710,,서울특별시,126.873180389194,37.5101146014945,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
4186,중구구민회관 공영주차장 화장실,0,True,True,False,,0,0,기타,서울 중구 을지로6가 18-14,서울 중구 을지로39길 40,,서울특별시,127.005795637773,37.5689854970564,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4187,은평구 선거관리위원회 화장실,0,True,True,False,,0,0,공공용시설,서울 은평구 대조동 84-1,서울 은평구 통일로71길 16,,서울특별시,126.92607623189,37.6134487938733,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4188,수락산역 화장실,0,True,True,False,,0,0,교통시설,서울 노원구 상계동 1132-9,서울 노원구 동일로 지하 1662,,서울특별시,127.055374584266,37.6776259369995,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 6, 0]","[0, 1, 0]","[0, 1, 0]","[0, 5, 7]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]"
4189,독립공원 공중화장실,0,True,True,False,,0,0,공공용시설,서울 서대문구 현저동 101,서울 서대문구 통일로 251,,서울특별시,126.955611774864,37.5746085138333,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","[0, 2, 0]","[0, 0, 0]","[0, 1, 0]","[0, 2, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4190,갈산근린공원(A),0,True,True,False,,0,0,기타,서울 양천구 신정동 163-55,서울 양천구 목동남로 106-23,,서울특별시,126.870036467507,37.5094319172913,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4191,우이천 2 공중화장실,0,True,True,False,,0,0,공공용시설,서울 도봉구 창동 585-66,서울 도봉구 우이천로 226,,서울특별시,127.03441480627,37.6393583151387,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4192,세신타운,0,True,True,False,,0,0,기타,서울 송파구 거여동 293-1,서울 송파구 양산로 12,,서울특별시,127.143590440057,37.489911262721,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
4193,조양시장,0,True,True,False,,0,0,상업시설,서울 광진구 자양동 6-20,서울 광진구 아차산로30길 39,,서울특별시,127.067489336786,37.5389966421946,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","{'open': '07:00', 'close': '23:00'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 4, 4]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4194,동대문지상상가 2층,0,True,True,False,,0,0,기타,서울 중구 신당동 251-7,서울 중구 마장로 22,,서울특별시,127.012111462314,37.5672655578674,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 5, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 5]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
4195,삼성상가,0,True,True,False,,0,0,기타,서울 강남구 대치동 990,서울 강남구 도곡로 516,,서울특별시,127.062987853204,37.4991812807975,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 11, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4196,대원 주유소,0,True,True,False,,0,0,주유소·충전소,서울 광진구 중곡동 18-70,서울 광진구 용마산로 122,,서울특별시,127.08705708781,37.56455803366,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4197,문정1동주민센터,0,True,True,False,,0,0,공공용시설,서울 송파구 문정동 29-21,서울 송파구 동남로 116,,서울특별시,127.124180709066,37.4900738157989,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","[0, 2, 0]","[0, 0, 0]","[0, 1, 0]","[0, 2, 2]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
4198,견인보관소,0,True,True,False,,0,0,공공용시설,서울 금천구 가산동 614-34,서울 금천구 가산디지털2로 169-34,,서울특별시,126.876081612768,37.4833036497571,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4199,올림픽공원-만남의광장A-2동(옥외화장실),0,True,True,False,,0,0,관광·체육시설,서울 송파구 방이동 88,서울 송파구 올림픽로 424,,서울특별시,127.115517876627,37.5203396980951,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 1]","[0, 0, 0]"
4200,보건소,0,True,True,False,,0,0,관광·체육시설,서울 종로구 옥인동 45-30,서울 종로구 자하문로19길 36,,서울특별시,126.969225799403,37.5818305315454,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 7, 0]","[0, 0, 0]","[0, 0, 0]","[0, 7, 10]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4201,금남시장뒤,0,True,True,False,,0,0,상업시설,서울 성동구 금호2.3가동 474-2,,,서울특별시,127.022430260997,37.5489626324166,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[0, 0, 0]","[0, 0, 1]","[0, 0, 0]"
4202,와룡공원 주변 공중화장실,0,True,True,False,,0,0,공공용시설,서울 종로구 명륜3가 산 2-13,서울 종로구 명륜10길 16-1,,서울특별시,126.991418723127,37.5911387846794,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4203,왕십리도선동주민센터,0,True,True,False,,0,0,공공용시설,서울 성동구 상왕십리동 813,서울 성동구 마장로 141,,서울특별시,127.025529359237,37.5678747444912,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 11, 0]","[0, 1, 0]","[0, 1, 0]","[0, 8, 21]","[0, 1, 1]","[0, 1, 1]","[0, 0, 0]"
4204,방배육아지원센터,0,True,True,False,,0,0,공공용시설,서울 서초구 방배동 853-4,서울 서초구 방배로27길 13,,서울특별시,126.991357305127,37.4896112228846,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': '09:30', 'close': '17:30'}","{'open': '09:30', 'close': '17:30'}","{'open': '09:30', 'close': '17:30'}","{'open': '09:30', 'close': '17:30'}","{'open': '09:30', 'close': '17:30'}","{'open': '09:30', 'close': '17:30'}","{'open': '09:30', 'close': '17:30'}","[0, 1, 0]","[0, 1, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 1]","[0, 0, 0]"
4205,종합운동장역(개찰구 밖),0,True,True,False,,0,0,교통시설,서울 송파구 잠실동 122,서울 송파구 올림픽로 지하 23,,서울특별시,127.073356018706,37.5109692748993,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","[0, 7, 0]","[0, 0, 0]","[0, 1, 0]","[0, 4, 5]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
4206,가리봉동주민센터,0,True,True,False,,0,0,공공용시설,서울 구로구 가리봉동 30-24,서울 구로구 남부순환로105길 198,,서울특별시,126.884045820822,37.4841390399801,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4207,신사문화센터,0,True,True,False,,0,0,공공용시설,서울 강남구 신사동 548-1,서울 강남구 압구정로 128,,서울특별시,127.022796432269,37.5239744838924,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 8, 0]","[0, 0, 0]","[0, 1, 0]","[0, 8, 7]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
4208,농협금천지점,0,True,True,False,,0,0,상업시설,서울 금천구 시흥동 251-3,서울 금천구 탑골로 2,,서울특별시,126.910224929258,37.4507714528535,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '16:00'}","{'open': '09:00', 'close': '16:00'}","{'open': '09:00', 'close': '16:00'}","{'open': '09:00', 'close': '16:00'}","{'open': '09:00', 'close': '16:00'}","{'open': '09:00', 'close': '16:00'}","{'open': '09:00', 'close': '16:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4209,화랑대역 공영주차장,0,True,True,False,,0,0,기타,서울 중랑구 묵동 29,,,서울특별시,127.087017129734,37.6195981187683,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4210,3번 화장실(야구장),0,True,True,False,,0,0,기타,서울 양천구 신정동 871-37,서울 양천구 안양천로 788,,서울특별시,126.877438974479,37.5162242070138,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 3]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
4211,신원동주민센터,0,True,True,False,,0,0,공공용시설,서울 관악구 신림동 1601-3,서울 관악구 신원로3길 13,,서울특별시,126.927379894332,37.481610612905,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
4212,북한산 한식부페 화장실,0,True,True,False,,0,0,상업시설,서울 은평구 녹번동 13-1,서울 은평구 통일로 677,,서울특별시,126.932851017717,37.6068221940592,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
4213,원신경로당,0,True,True,False,,0,0,공공용시설,서울 관악구 신림동 368-8,서울 관악구 양지10길 15-1,,서울특별시,126.928002471505,37.4704719023062,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
